method,config,seed,composite,weighted_tardiness,setup_cost,makespan
NN-Greedy,small_3m,24,0.22898282043483845,22.029922485351562,27.765304565429688,113.25920104980469
NN-Greedy,small_3m,25,0.10675387288830022,0.0,18.84078025817871,89.8097915649414
NN-Greedy,small_3m,26,0.136175498871248,0.0,27.190406799316406,113.24871826171875
NN-Greedy,small_3m,27,0.2500750781616,87.68325805664062,27.006175994873047,111.8570327758789
NN-Greedy,small_3m,28,0.227279851085184,24.34002685546875,30.93505859375,129.25234985351562
NN-Greedy,small_3m,29,0.35583588002325983,2.9573135375976562,39.02659225463867,108.70697021484375
NN-Greedy,small_3m,30,0.514440794949601,90.65213012695312,52.36384582519531,92.69005584716797
NN-Greedy,small_3m,31,0.34381568084790076,93.2691879272461,38.99053192138672,133.9261932373047
NN-Greedy,small_3m,32,0.13979569726544913,0.0,32.59526443481445,87.12952423095703
NN-Greedy,small_3m,33,0.1883100503891696,0.0,31.861921310424805,92.87599182128906
NN-Greedy,small_3m,34,0.41233702611579526,0.0,48.242252349853516,114.27932739257812
NN-Greedy,small_3m,35,0.10274462382003216,0.0,25.152664184570312,110.31908416748047
NN-Greedy,small_3m,36,0.20845097418179578,42.10400390625,17.646446228027344,84.28805541992188
NN-Greedy,small_3m,37,1.0796661498727231,32.62669372558594,26.22222137451172,85.7034683227539
NN-Greedy,small_3m,38,0.3706536722566597,20.461692810058594,30.586793899536133,96.03462982177734
NN-Greedy,small_3m,39,84.60499722141758,168.97320556640625,14.140010833740234,143.78749084472656
NN-Greedy,small_3m,40,0.3046186968961152,39.28363037109375,29.409427642822266,111.17625427246094
NN-Greedy,small_3m,41,0.13205816434800877,0.0,26.313114166259766,107.05975341796875
NN-Greedy,small_3m,42,0.3614690211663355,0.0,57.9258918762207,120.84042358398438
NN-Greedy,small_3m,43,0.2585860653251355,0.0,65.52667999267578,91.34950256347656
NN-Greedy,small_3m,44,0.14296473897836942,0.0,37.12859344482422,127.6955795288086
NN-Greedy,small_3m,45,0.2855681827070592,10.627944946289062,30.018199920654297,104.65922546386719
NN-Greedy,small_3m,46,2.7535106516531087,75.94381713867188,38.25908279418945,157.26220703125
NN-Greedy,small_3m,47,0.12009810085452564,0.0,26.01416015625,117.03697204589844
NN-Greedy,small_3m,48,0.1649081221694162,0.0,26.034120559692383,107.94986724853516
NN-Greedy,small_3m,49,0.3168124166923362,17.53868865966797,49.544551849365234,113.83224487304688
SPT,medium_2m,0,0.2641734791119892,0.0,115.56025695800781,297.77984619140625
SPT,medium_2m,1,0.24294971581992317,0.0,98.8697280883789,338.5107727050781
SPT,medium_2m,2,0.3333333333333333,0.0,151.5008087158203,294.1001892089844
SPT,medium_2m,3,0.2648414208340645,0.0,130.37216186523438,284.49432373046875
SPT,medium_2m,4,0.2693667782373008,0.0,135.09796142578125,287.3758850097656
SPT,medium_2m,5,0.3333333333333333,0.0,112.265869140625,318.3065185546875
SPT,medium_2m,6,0.25410077012754023,0.0,103.31716918945312,300.246337890625
SPT,medium_2m,7,0.29317668314578,0.0,76.66746520996094,303.81256103515625
SPT,medium_2m,8,0.3123359938482899,0.0,99.46199035644531,306.96142578125
SPT,medium_2m,9,0.3306694473394362,0.0,136.30752563476562,302.1474609375
SPT,medium_2m,10,0.2503158978413435,0.0,96.00245666503906,362.0003662109375
SPT,medium_2m,11,0.3333333333333333,0.0,135.5891571044922,234.4156036376953
SPT,medium_2m,12,0.3153568313314002,0.0,120.28086853027344,382.3003234863281
SPT,medium_2m,13,0.27840087070053016,0.0,104.01422882080078,273.89892578125
SPT,medium_2m,14,0.28398120011581757,0.0,115.56463623046875,364.4193115234375
SPT,medium_2m,15,0.23936677142882454,0.0,120.39299774169922,315.6171875
SPT,medium_2m,16,0.29867329387825114,0.0,130.90103149414062,331.0242919921875
SPT,medium_2m,17,0.2239625947343574,0.0,97.63648223876953,267.6051940917969
SPT,medium_2m,18,0.25520388382890713,0.0,121.43075561523438,297.53582763671875
